subject,sender,content,urls,label
Confirm your Coinbase identity,no-reply.secure@coinbase-desk.click,"Hello, your account needs to be verified. Please click here to confirm your identity and enter your credentials: https://rb.gy/2m3pre Thank you for your cooperation.",https://rb.gy/2m3pre,1
You have 4 unread notifications,notifications2@github.com,Here is your weekly GitHub digest. Open the app to catch up: https://www.github.com/billing,https://www.github.com/billing,0
Document shared with you,admin.alert@amazon-alert.tk,A document has been shared with you. Open it here: http://delivery-portal.work/account,http://delivery-portal.work/account,1
Your Netflix order #142795 has shipped,service36@netflix.com,"Hi Priya, your order #142795 is on its way and will arrive in 2-3 days. Track it from your account: https://www.netflix.com/notifications",https://www.netflix.com/notifications,0
Action needed: accept your Atlassian invite,jira-p67u@atlassian.com,Jordan invited you to a workspace. Accept the invitation to get started: https://www.atlassian.com/inbox,https://www.atlassian.com/inbox,0
Action Required: Confirm your payment information,google.service373@gmail.com,Your recent payment could not be processed. Update your credit card and account number IMMEDIATELY to avoid service interruption: http://181.73.160.27/google/secure-login.php Failure to act will result in account termination!!!,http://181.73.160.27/google/secure-login.php,1
Sam shared a file with you,billing@spotify.com,You've been invited to view a document. Open it whenever you like: https://www.spotify.com/inbox,https://www.spotify.com/inbox,0
Sign-in confirmation,admin.track@account-track.tk,Confirm your recent sign-in to continue: http://microsoft-secure.inm9p.tk/verify?id=3hejn17ufy,http://microsoft-secure.inm9p.tk/verify?id=3hejn17ufy,1
New sign-in to your Notion account,team@notion.so,"Hi Alex, we noticed a new sign-in from Chrome on Windows. If this was you, no action is needed. Review activity: https://www.notion.so/app",https://www.notion.so/app,0
Re: contract review,morgan.arjun@brightlabs.co,Looks good overall. I left a couple of comments in section 3 - mostly wording. Once those are in I'm happy to sign off. Latest copy: https://docs.brightlabs.co/0tcpzd,https://docs.brightlabs.co/0tcpzd,0
Confirm your Chase identity,team@chasemail.com,"Hello, your account needs to be verified. Please click here to confirm your identity and enter your credentials: http://chase-desk.xyz/secure Thank you for your cooperation.",http://chase-desk.xyz/secure,1
Jordan shared a file with you,billing17@spotify.com,You've been invited to view a document. Open it whenever you like: https://www.spotify.com/inbox,https://www.spotify.com/inbox,0
Quick update on the deploy,jamie.morgan20@northwind.org,"Deploy went out cleanly, all checks green. Dashboard: https://docs.northwind.org/750w30",https://docs.northwind.org/750w30,0
URGENT: Your Wells Fargo account has been suspended,alert52@we11sfarg0-team.click,"Dear Customer, we detected UNUSUAL ACTIVITY on your account. It has been SUSPENDED. You must VERIFY your identity within 24 hours or it will be permanently closed!!! Verify now: http://payment-login.work/pay Enter your password and billing details to restore access.",http://payment-login.work/pay,1
Your Stripe receipt,support@stripe.com,Thanks for your purchase. Your total was $75.12. View the receipt any time: https://www.stripe.com/inbox,https://www.stripe.com/inbox,0
Document shared with you,amazon.service552@gmail.com,A document has been shared with you. Open it here: http://amazon-secure.01fa2.support/verify?id=lpz1ia2gar,http://amazon-secure.01fa2.support/verify?id=lpz1ia2gar,1
Your FedEx payment receipt,no-reply-v1nc@fedex.com,We received your payment of $47.80. Thanks for being a customer. Receipt: https://www.fedex.com/support/cases,https://www.fedex.com/support/cases,0
Your LinkedIn payment receipt,service@linkedin.com,We received your payment of $80.44. Thanks for being a customer. Receipt: https://www.linkedin.com/orders,https://www.linkedin.com/orders,0
Your LinkedIn order #386500 has shipped,no-reply@linkedin.com,"Hi Jordan, your order #386500 is on its way and will arrive in 2-3 days. Track it from your account: https://www.linkedin.com/orders",https://www.linkedin.com/orders,0
New sign-in to your Airbnb account,automated56@airbnb.com,"Hi Alex, we noticed a new sign-in from Chrome on Windows. If this was you, no action is needed. Review activity: https://www.airbnb.com/app",https://www.airbnb.com/app,0
Congratulations! You have won a $1000 gift card,service@microsoftmail.com,WINNER! You have been selected to receive a $1000 reward. Claim your prize now before it expires: http://microsoft-secure.sihx2.support/verify?id=48p6l5ywcg Provide your details to receive your cash reward immediately.,http://microsoft-secure.sihx2.support/verify?id=48p6l5ywcg,1
Please verify your email for Spotify,billing@spotify.com,"Hi Morgan, welcome aboard! Please confirm your email address to finish setting up your account: https://www.spotify.com/account This link is valid for 24 hours.",https://www.spotify.com/account,0
You have 17 unread notifications,receipts@uber.com,Here is your weekly Uber digest. Open the app to catch up: https://www.uber.com/settings,https://www.uber.com/settings,0
Quick update on the deploy,arjun.sara@acmecorp.com,"Deploy went out cleanly, all checks green. Dashboard: https://docs.acmecorp.com/5jfne5",https://docs.acmecorp.com/5jfne5,0
Confirm your Dropbox identity,support99@dr0pb0x-team.zip,"Hello, your account needs to be verified. Please click here to confirm your identity and enter your credentials: http://dropbox-secure.click/update Thank you for your cooperation.",http://dropbox-secure.click/update,1
Quick update on the deploy,jamie.sam@novatech.io,"Deploy went out cleanly, all checks green. Dashboard: https://docs.novatech.io/5qc0ue",https://docs.novatech.io/5qc0ue,0
Re: your request,payroll@w06j0-portal.tk,Following up - please complete the verification here: http://dh1-secure.work/el7fyr/75umlp/y9bcut?token=mkwsbnppco5lrlfg79o6,http://dh1-secure.work/el7fyr/75umlp/y9bcut?token=mkwsbnppco5lrlfg79o6,1
Re: your request,service@microsoft-care.com,Following up - please complete the verification here: http://secure-online.top/login,http://secure-online.top/login,1
URGENT: Your Wells Fargo account has been suspended,no-reply@wellsfargomail.com,"Dear Customer, we detected UNUSUAL ACTIVITY on your account. It has been SUSPENDED. You must VERIFY your identity within 24 hours or it will be permanently closed!!! Verify now: http://wellsfargo-secure.y1htr.top/verify?id=jbybe9famy Enter your password and billing details to restore access.",http://wellsfargo-secure.y1htr.top/verify?id=jbybe9famy,1
Action needed: accept your Airbnb invite,automated@airbnb.com,Rahul invited you to a workspace. Accept the invitation to get started: https://www.airbnb.com/billing,https://www.airbnb.com/billing,0
Your Amazon order #365068 has shipped,service-7xo5@amazon.com,"Hi Casey, your order #365068 is on its way and will arrive in 2-3 days. Track it from your account: https://www.amazon.com/billing/history",https://www.amazon.com/billing/history,1
Re: your request,account86@1nstagram-verify.tk,Following up - please complete the verification here: http://1nstagram-verify.click/c7p1og/ru6jrn/ilmwr1?token=w0vi6sp4g8xjffl5z9h9,http://1nstagram-verify.click/c7p1og/ru6jrn/ilmwr1?token=w0vi6sp4g8xjffl5z9h9,1
Your FedEx order #608658 has shipped,orders-8eea@fedex.com,"Hi Leo, your order #608658 is on its way and will arrive in 2-3 days. Track it from your account: https://www.fedex.com/billing/history",https://www.fedex.com/billing/history,0
Your Figma invoice is ready,hello@figma.com,"Hi Jamie, your subscription renewed successfully. No action needed. View your invoice in account settings: https://www.figma.com/app",https://www.figma.com/app,0
Verify your wallet,no-reply@mail-secure.com,We noticed unusual activity on your wallet. Confirm your seed phrase and login credentials to secure your funds: http://amazon.account-46x0.com@wf2x1uej.tk/login,http://amazon.account-46x0.com@wf2x1uej.tk/login,1
Your FedEx package is on hold,team@fedexmail.com,Your parcel is on hold due to an unpaid customs fee. Pay now and update your billing information to release it: http://fedex-secure.hn4pa.zip/verify?id=us90uz22nz,http://fedex-secure.hn4pa.zip/verify?id=us90uz22nz,1
Action needed: accept your Calendly invite,notifications@calendly.com,Jamie invited you to a workspace. Accept the invitation to get started: https://www.calendly.com/account,https://www.calendly.com/account,0
Please verify your email for Figma,hello@figma.com,"Hi Jordan, welcome aboard! Please confirm your email address to finish setting up your account: https://www.figma.com/settings This link is valid for 24 hours.",https://www.figma.com/settings,0
Jordan shared a file with you,no-reply53@zoom.us,You've been invited to view a document. Open it whenever you like: https://www.zoom.us/app,https://www.zoom.us/app,0
Your Microsoft package is on hold,account14@m1cr0s0ft-verify.support,Your parcel is on hold due to an unpaid customs fee. Pay now and update your billing information to release it: http://microsoft-secure.qtqbq.zip/verify?id=pmidywfrnm,http://microsoft-secure.qtqbq.zip/verify?id=pmidywfrnm,1
Your Airbnb receipt,automated@airbnb.com,Thanks for your purchase. Your total was $19.36. View the receipt any time: https://www.airbnb.com/inbox,https://www.airbnb.com/inbox,0
Re: project timeline,jamie.casey@bluepeak.net,"Thanks, that works for me. I'll circulate the revised plan tomorrow.",,0
Your Instagram payment receipt,service@instagram.com,We received your payment of $94.29. Thanks for being a customer. Receipt: https://www.instagram.com/notifications,https://www.instagram.com/notifications,0
Verify your wallet,support@google-care.com,We noticed unusual activity on your wallet. Confirm your seed phrase and login credentials to secure your funds: http://google-secure.mhui9.click/verify?id=llca3ugs2b,http://google-secure.mhui9.click/verify?id=llca3ugs2b,1
Your DHL order #328714 has shipped,orders@dhl.com,"Hi Priya, your order #328714 is on its way and will arrive in 2-3 days. Track it from your account: https://www.dhl.com/billing/history",https://www.dhl.com/billing/history,0
Your Slack receipt,team@slack.com,Thanks for your purchase. Your total was $65.35. View the receipt any time: https://www.slack.com/app,https://www.slack.com/app,0
Your password was changed,support-tf9q@chase.com,"Hi Casey, this confirms your password was changed. If this was you, no action is needed. Manage security settings: ",,0
New sign-in to your Airbnb account,automated@airbnb.com,"Hi Arjun, we noticed a new sign-in from Chrome on Windows. If this was you, no action is needed. Review activity: https://www.airbnb.com/app",https://www.airbnb.com/app,0
thanks!,neha.taylor@acmecorp.com,"Got it, appreciate the quick turnaround. Talk soon.",https://docs.acmecorp.com/t2c5d7,0
Re: project timeline,priya.priya19@brightlabs.co,"Thanks, that works for me. I'll circulate the revised plan tomorrow.",,0
Your PayPal order #971481 has shipped,orders4@paypal.com,"Hi Arjun, your order #971481 is on its way and will arrive in 2-3 days. Track it from your account: https://www.paypal.com/settings",https://www.paypal.com/settings,0
Confirm your Microsoft identity,team@account-services.com,"Hello, your account needs to be verified. Please click here to confirm your identity and enter your credentials: http://13.9.152.9/microsoft/secure-login.php Thank you for your cooperation.",http://13.9.152.9/microsoft/secure-login.php,1
Document shared with you,support@mail-secure.com,A document has been shared with you. Open it here: http://paypa1-billing.zip/ieqohb/wo7cw9/cum6sp?token=9qoc8umfxhp9vgoz7jsj,http://paypa1-billing.zip/ieqohb/wo7cw9/cum6sp?token=9qoc8umfxhp9vgoz7jsj,1
Document shared with you,alert81@1nstagram-team.top,A document has been shared with you. Open it here: https://is.gd/of7hnw,https://is.gd/of7hnw,1
Coinbase notification,alert34@c01nbase-secure.zip,There is an update on your account. View it here: http://secure-desk.support/pay,http://secure-desk.support/pay,1
Your Wells Fargo payment receipt,support@wellsfargo.com,We received your payment of $102.18. Thanks for being a customer. Receipt: https://www.wellsfargo.com/billing/history,https://www.wellsfargo.com/billing/history,0
Confirm your Netflix identity,alert31@netf11x-billing.click,"Hello, your account needs to be verified. Please click here to confirm your identity and enter your credentials: http://netflix.account-trc5.com@xljtf5rb.zip/login Thank you for your cooperation.",http://netflix.account-trc5.com@xljtf5rb.zip/login,1
Verify your wallet,support60@amaz0n-verify.click,We noticed unusual activity on your wallet. Confirm your seed phrase and login credentials to secure your funds: https://bit.ly/f2sb1x,https://bit.ly/f2sb1x,1
Your password was changed,support@chase.com,"Hi Casey, this confirms your password was changed. If this was you, no action is needed. Manage security settings: https://www.chase.com",https://www.chase.com,0
Action needed: accept your Calendly invite,notifications-v67y@calendly.com,Casey invited you to a workspace. Accept the invitation to get started: https://www.calendly.com/account,https://www.calendly.com/account,0
thanks!,taylor.priya@bluepeak.net,"Got it, appreciate the quick turnaround. Talk soon.",https://docs.bluepeak.net/bqs6g8,0
Your Chase account,help@mail-secure.com,Please review your recent activity here: https://rb.gy/lzohk9,https://rb.gy/lzohk9,1
Dropbox notification,help@mail-secure.com,There is an update on your account. View it here: http://support-claim.xyz/secure,http://support-claim.xyz/secure,1
Congratulations! You have won a $1000 gift card,admin.update@login-center.top,WINNER! You have been selected to receive a $1000 reward. Claim your prize now before it expires: http://verify-team.support/update Provide your details to receive your cash reward immediately.,http://verify-team.support/update,1
Your monthly Amazon statement is ready,no-reply-01tx@amazon.com,"Hello Casey, your statement is now available. No action is needed. Review it here when convenient: https://www.amazon.com/orders",https://www.amazon.com/orders,0
thanks!,alex.taylor@brightlabs.co,"Got it, appreciate the quick turnaround. Talk soon.",https://docs.brightlabs.co/yz0rub,0
Action Required: Confirm your payment information,jahov9@g00g1e9c0.work,Your recent payment could not be processed. Update your credit card and account number IMMEDIATELY to avoid service interruption: http://46.51.137.231/google/secure-login.php Failure to act will result in account termination!!!,http://46.51.137.231/google/secure-login.php,1
thanks!,taylor.leo@novatech.io,"Got it, appreciate the quick turnaround. Talk soon.",,0
Your PayPal payment receipt,service-ht9f@paypal.com,We received your payment of $21.87. Thanks for being a customer. Receipt: https://www.paypal.com/settings,https://www.paypal.com/settings,0
Your Airbnb receipt,automated@airbnb.com,Thanks for your purchase. Your total was $71.57. View the receipt any time: https://www.airbnb.com/settings,https://www.airbnb.com/settings,0
Your Google payment receipt,no-reply90@google.com,We received your payment of $77.94. Thanks for being a customer. Receipt: https://www.google.com/notifications,https://www.google.com/notifications,0
Confirm your Instagram identity,support@instagram-center.top,"Hello, your account needs to be verified. Please click here to confirm your identity and enter your credentials: https://rb.gy/yic7ti Thank you for your cooperation.",https://rb.gy/yic7ti,1
Please verify your email for Uber,receipts@uber.com,"Hi Rahul, welcome aboard! Please confirm your email address to finish setting up your account: https://www.uber.com/app",https://www.uber.com/app,0
Sign-in confirmation,25rs7k@g00g1e310.zip,Confirm your recent sign-in to continue: https://tinyurl.com/muqxln,https://tinyurl.com/muqxln,1
Action needed: accept your Figma invite,hello@figma.com,Ben invited you to a workspace. Accept the invitation to get started: https://www.figma.com/billing,https://www.figma.com/billing,0
Document shared with you,admin.update@service-center.support,A document has been shared with you. Open it here: http://fedex-secure.zip/5hj4hu/u4dxs1/6xqv0i?token=pnjm02xk2e4r6byx0d9v,http://fedex-secure.zip/5hj4hu/u4dxs1/6xqv0i?token=pnjm02xk2e4r6byx0d9v,1
Re: contract review,ben.diya10@bluepeak.net,Looks good overall. I left a couple of comments in section 3 - mostly wording. Once those are in I'm happy to sign off. Latest copy: https://docs.bluepeak.net/3oj5t5,https://docs.bluepeak.net/3oj5t5,0
Your Wells Fargo payment receipt,service@wellsfargo.com,We received your payment of $73.82. Thanks for being a customer. Receipt: https://www.wellsfargo.com,https://www.wellsfargo.com,0
Your Dropbox order #146380 has shipped,orders@dropbox.com,"Hi Jordan, your order #146380 is on its way and will arrive in 2-3 days. Track it from your account: https://www.dropbox.com/settings",https://www.dropbox.com/settings,0
Lunch next week?,rahul.leo@bluepeak.net,Are you free Thursday or Friday? Happy to grab something near the office.,,0
Action Required: Confirm your payment information,support46@dh1-team.top,Your recent payment could not be processed. Update your credit card and account number IMMEDIATELY to avoid service interruption: https://tinyurl.com/wgdmik Failure to act will result in account termination!!!,https://tinyurl.com/wgdmik,1
Re: contract review,taylor.morgan@bluepeak.net,Looks good overall. I left a couple of comments in section 3 - mostly wording. Once those are in I'm happy to sign off. Latest copy: https://docs.bluepeak.net/l0315e,https://docs.bluepeak.net/l0315e,0
Action Required: Confirm your payment information,amazon.billing@service-team.click,Your recent payment could not be processed. Update your credit card and account number IMMEDIATELY to avoid service interruption: http://amazon-secure.lqhum.support/verify?id=19ny3ya71l Failure to act will result in account termination!!!,http://amazon-secure.lqhum.support/verify?id=19ny3ya71l,1
Re: contract review,priya.casey@bluepeak.net,Looks good overall. I left a couple of comments in section 3 - mostly wording. Once those are in I'm happy to sign off.,,0
Action Required: Confirm your payment information,team@linkedin-care.com,Your recent payment could not be processed. Update your credit card and account number IMMEDIATELY to avoid service interruption: http://linkedin.account-t6z2.com@wa5suhn1.top/login Failure to act will result in account termination!!!,http://linkedin.account-t6z2.com@wa5suhn1.top/login,1
Your FedEx payment receipt,no-reply@fedex.com,We received your payment of $110.42. Thanks for being a customer. Receipt: https://www.fedex.com/settings,https://www.fedex.com/settings,0
Your password was changed,service@amazon.com,"Hi Rahul, this confirms your password was changed. If this was you, no action is needed. Manage security settings: https://www.amazon.com/settings",https://www.amazon.com/settings,0
You have 11 unread notifications,hello76@figma.com,Here is your weekly Figma digest. Open the app to catch up: https://www.figma.com/billing,https://www.figma.com/billing,0
thanks!,morgan.priya@novatech.io,"Got it, appreciate the quick turnaround. Talk soon.",https://docs.novatech.io/fpc6xe,0
Document shared with you,help@account-services.com,A document has been shared with you. Open it here: http://110.187.40.182/chase/secure-login.php,http://110.187.40.182/chase/secure-login.php,1
Your Coinbase payment receipt,orders50@coinbase.com,We received your payment of $33.75. Thanks for being a customer. Receipt: ,,0
Congratulations! You have won a $1000 gift card,team@account-services.com,WINNER! You have been selected to receive a $1000 reward. Claim your prize now before it expires: http://176.231.85.108/dhl/secure-login.php Provide your details to receive your cash reward immediately.,http://176.231.85.108/dhl/secure-login.php,1
Sign-in confirmation,instagram.support68@gmail.com,Confirm your recent sign-in to continue: http://219.108.187.124/instagram/secure-login.php,http://219.108.187.124/instagram/secure-login.php,1
Rahul shared a file with you,support@stripe.com,You've been invited to view a document. Open it whenever you like: https://www.stripe.com/billing,https://www.stripe.com/billing,0
Your Notion receipt,team90@notion.so,Thanks for your purchase. Your total was $81.80. View the receipt any time: https://www.notion.so/billing,https://www.notion.so/billing,0
URGENT: Your Google account has been suspended,service@google-care.com,"Dear Customer, we detected UNUSUAL ACTIVITY on your account. It has been SUSPENDED. You must VERIFY your identity within 24 hours or it will be permanently closed!!! Verify now: http://86.55.108.28/google/secure-login.php Enter your password and billing details to restore access.",http://86.55.108.28/google/secure-login.php,1
Action needed: accept your Notion invite,team@notion.so,Arjun invited you to a workspace. Accept the invitation to get started: https://www.notion.so/billing,https://www.notion.so/billing,0
Update your direct deposit,team@coinbasemail.com,Please confirm your bank account and routing number to receive this month's salary on time. Use the secure portal here: https://cutt.ly/43x8ig,https://cutt.ly/43x8ig,1
Action Required: Confirm your payment information,paypal.support@service-secure.zip,Your recent payment could not be processed. Update your credit card and account number IMMEDIATELY to avoid service interruption: https://rb.gy/gy75my Failure to act will result in account termination!!!,https://rb.gy/gy75my,1
Confirm your FedEx identity,hr.claim@rewards-secure.top,"Hello, your account needs to be verified. Please click here to confirm your identity and enter your credentials: https://is.gd/8woxxf Thank you for your cooperation.",https://is.gd/8woxxf,1
You have 6 unread notifications,team59@slack.com,Here is your weekly Slack digest. Open the app to catch up: https://www.slack.com/account,https://www.slack.com/account,0
Please verify your email for GitHub,notifications56@github.com,"Hi Morgan, welcome aboard! Please confirm your email address to finish setting up your account: https://www.github.com/settings",https://www.github.com/settings,0
URGENT: Your LinkedIn account has been suspended,hr.verify@login-center.xyz,"Dear Customer, we detected UNUSUAL ACTIVITY on your account. It has been SUSPENDED. You must VERIFY your identity within 24 hours or it will be permanently closed!!! Verify now: http://linkedin-secure.q0tcj.xyz/verify?id=55m6k3l689 Enter your password and billing details to restore access.",http://linkedin-secure.q0tcj.xyz/verify?id=55m6k3l689,1
Re: your request,support@mail-secure.com,Following up - please complete the verification here: http://dhl.account-7q2v.com@cb93ukwq.work/login,http://dhl.account-7q2v.com@cb93ukwq.work/login,1
Sign-in confirmation,security2@chase-billing.zip,Confirm your recent sign-in to continue: http://chase-secure.y4u3z.top/verify?id=ffdrxjdd7o,http://chase-secure.y4u3z.top/verify?id=ffdrxjdd7o,1
Your DHL package is on hold,dh0hx6@dh1z8w.zip,Your parcel is on hold due to an unpaid customs fee. Pay now and update your billing information to release it: https://bit.ly/g846fy,https://bit.ly/g846fy,1
Update your direct deposit,no-reply@mail-secure.com,Please confirm your bank account and routing number to receive this month's salary on time. Use the secure portal here: https://is.gd/c8vomf,https://is.gd/c8vomf,1
Your Wells Fargo account,security58@we11sfarg0-secure.xyz,Please review your recent activity here: http://wellsfargo-secure.dttuj.work/verify?id=1m7oc5xt3o,http://wellsfargo-secure.dttuj.work/verify?id=1m7oc5xt3o,1
Action needed: accept your Airbnb invite,automated@airbnb.com,Ben invited you to a workspace. Accept the invitation to get started: https://www.airbnb.com/inbox,https://www.airbnb.com/inbox,0
Your Coinbase payment receipt,service-15ce@coinbase.com,We received your payment of $73.74. Thanks for being a customer. Receipt: https://www.coinbase.com/support/cases,https://www.coinbase.com/support/cases,0
Congratulations! You have won a $1000 gift card,admin.alert@linkedin-claim.click,WINNER! You have been selected to receive a $1000 reward. Claim your prize now before it expires: http://linkedin-secure.gnl0n.tk/verify?id=xzvpyh0k4t Provide your details to receive your cash reward immediately.,http://linkedin-secure.gnl0n.tk/verify?id=xzvpyh0k4t,1
Congratulations! You have won a $1000 gift card,team@netflix-care.com,WINNER! You have been selected to receive a $1000 reward. Claim your prize now before it expires: http://verify-login.tk/update Provide your details to receive your cash reward immediately.,http://verify-login.tk/update,1
Re: your request,no-reply@account-services.com,Following up - please complete the verification here: http://141.165.48.94/netflix/secure-login.php,http://141.165.48.94/netflix/secure-login.php,1
Your Wells Fargo payment receipt,support-185g@wellsfargo.com,We received your payment of $102.95. Thanks for being a customer. Receipt: https://www.wellsfargo.com/orders,https://www.wellsfargo.com/orders,0
Update your direct deposit,security7@dh1-secure.top,Please confirm your bank account and routing number to receive this month's salary on time. Use the secure portal here: http://billing-desk.top/login,http://billing-desk.top/login,1
Re: project timeline,diya.arjun3@meridianhq.com,"Thanks, that works for me. I'll circulate the revised plan tomorrow.",,0
Action Required: Confirm your payment information,fedex.service328@gmail.com,Your recent payment could not be processed. Update your credit card and account number IMMEDIATELY to avoid service interruption: http://fedex-secure.support/omtlkc/j4w5pv/95ucfh?token=zkelaa1zuyvhmcsh75uu Failure to act will result in account termination!!!,http://fedex-secure.support/omtlkc/j4w5pv/95ucfh?token=zkelaa1zuyvhmcsh75uu,1
URGENT: Your Microsoft account has been suspended,service26@m1cr0s0ft-team.support,"Dear Customer, we detected UNUSUAL ACTIVITY on your account. It has been SUSPENDED. You must VERIFY your identity within 24 hours or it will be permanently closed!!! Verify now: http://microsoft-secure.4cl8z.click/verify?id=vizhtfo0qs Enter your password and billing details to restore access.",http://microsoft-secure.4cl8z.click/verify?id=vizhtfo0qs,1
Your monthly Netflix statement is ready,orders@netflix.com,"Hello Priya, your statement is now available. No action is needed. Review it here when convenient: https://www.netflix.com/settings",https://www.netflix.com/settings,0
Congratulations! You have won a $1000 gift card,support@mail-secure.com,WINNER! You have been selected to receive a $1000 reward. Claim your prize now before it expires: http://fedex.account-13wm.com@fxti0bu2.xyz/login Provide your details to receive your cash reward immediately.,http://fedex.account-13wm.com@fxti0bu2.xyz/login,1
Your Microsoft account,3p1dju@m1cr0s0ftrtw.top,Please review your recent activity here: http://microsoft-update.support/secure,http://microsoft-update.support/secure,1
Lunch next week?,taylor.taylor@acmecorp.com,Are you free Thursday or Friday? Happy to grab something near the office.,,0
Document shared with you,account79@1nstagram-billing.click,A document has been shared with you. Open it here: http://91.233.249.64/instagram/secure-login.php,http://91.233.249.64/instagram/secure-login.php,1
thanks!,morgan.sara63@novatech.io,"Got it, appreciate the quick turnaround. Talk soon.",https://docs.novatech.io/wxlxkm,0
Notes from today's sync,casey.neha@novatech.io,"Hey, great call. I put the action items in the shared doc: https://docs.novatech.io/z1m4ra Let me know if I missed anything.",https://docs.novatech.io/z1m4ra,0
Diya shared a file with you,team99@slack.com,You've been invited to view a document. Open it whenever you like: https://www.slack.com/app,https://www.slack.com/app,0
Please verify your email for Slack,team@slack.com,"Hi Arjun, welcome aboard! Please confirm your email address to finish setting up your account: https://www.slack.com/billing This link is valid for 24 hours.",https://www.slack.com/billing,0
Update your direct deposit,alert94@chase-secure.zip,Please confirm your bank account and routing number to receive this month's salary on time. Use the secure portal here: https://cutt.ly/3un1mf,https://cutt.ly/3un1mf,1
Confirm your FedEx identity,wyydf4@fedexy1n.click,"Hello, your account needs to be verified. Please click here to confirm your identity and enter your credentials: https://cutt.ly/gugiqd Thank you for your cooperation.",https://cutt.ly/gugiqd,1
Re: your request,no-reply@amazon-care.com,Following up - please complete the verification here: http://122.52.114.67/amazon/secure-login.php,http://122.52.114.67/amazon/secure-login.php,1
You have 10 unread notifications,info@grammarly.com,Here is your weekly Grammarly digest. Open the app to catch up: https://www.grammarly.com/account,https://www.grammarly.com/account,0
Your monthly Netflix statement is ready,service-jhke@netflix.com,"Hello Priya, your statement is now available. No action is needed. Review it here when convenient: https://www.netflix.com",https://www.netflix.com,0
Instagram notification,team@mail-secure.com,There is an update on your account. View it here: http://143.160.87.187/instagram/secure-login.php,http://143.160.87.187/instagram/secure-login.php,1
Your Notion invoice is ready,team@notion.so,"Hi Diya, your subscription renewed successfully. No action needed. View your invoice in account settings: https://www.notion.so/account",https://www.notion.so/account,0
Re: project timeline,neha.jordan@meridianhq.com,"Thanks, that works for me. I'll circulate the revised plan tomorrow. Doc is here for reference: https://docs.meridianhq.com/7ntyc6",https://docs.meridianhq.com/7ntyc6,0
Update your direct deposit,it@5pj51-portal.xyz,Please confirm your bank account and routing number to receive this month's salary on time. Use the secure portal here: http://amazon-center.work/pay,http://amazon-center.work/pay,1
Action needed: accept your Slack invite,team@slack.com,Jamie invited you to a workspace. Accept the invitation to get started: https://www.slack.com/billing,https://www.slack.com/billing,0
New sign-in to your Uber account,receipts75@uber.com,"Hi Taylor, we noticed a new sign-in from Chrome on Windows. If this was you, no action is needed. Review activity: https://www.uber.com/account",https://www.uber.com/account,0
Please verify your email for Zoom,no-reply@zoom.us,"Hi Sam, welcome aboard! Please confirm your email address to finish setting up your account: https://www.zoom.us/inbox",https://www.zoom.us/inbox,0
Re: your request,service46@dr0pb0x-verify.support,Following up - please complete the verification here: http://dropbox-secure.6afds.click/verify?id=ve1kj9io2a,http://dropbox-secure.6afds.click/verify?id=ve1kj9io2a,1
Your Slack invoice is ready,team@slack.com,"Hi Leo, your subscription renewed successfully. No action needed. View your invoice in account settings: https://www.slack.com/account",https://www.slack.com/account,0
Your Google order #443414 has shipped,service@google.com,"Hi Morgan, your order #443414 is on its way and will arrive in 2-3 days. Track it from your account: ",,0
Your Calendly receipt,notifications@calendly.com,Thanks for your purchase. Your total was $45.80. View the receipt any time: https://www.calendly.com/app,https://www.calendly.com/app,0
thanks!,jordan.ben@meridianhq.com,"Got it, appreciate the quick turnaround. Talk soon.",https://docs.meridianhq.com/3ka9g9,0
Your Coinbase account,fj2x0g@c01nbased2r.tk,Please review your recent activity here: http://c01nbase-verify.support/qplr6e/n5avj7/es9n21?token=xo488m33vi89retr8s7g,http://c01nbase-verify.support/qplr6e/n5avj7/es9n21?token=xo488m33vi89retr8s7g,1
Casey shared a file with you,notifications@calendly.com,You've been invited to view a document. Open it whenever you like: https://www.calendly.com/inbox,https://www.calendly.com/inbox,0
Lunch next week?,jordan.casey@novatech.io,Are you free Thursday or Friday? Happy to grab something near the office.,https://docs.novatech.io/hbv9my,0
Notes from today's sync,leo.morgan@acmecorp.com,"Hey, great call. I put the action items in the shared doc: https://docs.acmecorp.com/184vv2 Let me know if I missed anything.",https://docs.acmecorp.com/184vv2,0
Your Google payment receipt,orders@google.com,We received your payment of $114.41. Thanks for being a customer. Receipt: https://www.google.com/help,https://www.google.com/help,0
Action needed: accept your GitHub invite,notifications@github.com,Jordan invited you to a workspace. Accept the invitation to get started: https://www.github.com/account,https://www.github.com/account,0
Your LinkedIn account,security@linkedin-track.work,Please review your recent activity here: http://11nked1n-verify.top/611mba/5tvdum/yl7m56?token=c79xwwdq7i5zssirpb3m,http://11nked1n-verify.top/611mba/5tvdum/yl7m56?token=c79xwwdq7i5zssirpb3m,1
Your Wells Fargo package is on hold,support@wellsfargomail.com,Your parcel is on hold due to an unpaid customs fee. Pay now and update your billing information to release it: http://wellsfargo.account-6pkn.com@r37l9thn.support/login,http://wellsfargo.account-6pkn.com@r37l9thn.support/login,1
You have 6 unread notifications,notifications21@calendly.com,Here is your weekly Calendly digest. Open the app to catch up: https://www.calendly.com/account,https://www.calendly.com/account,0
You have 9 unread notifications,notifications82@github.com,Here is your weekly GitHub digest. Open the app to catch up: https://www.github.com/inbox,https://www.github.com/inbox,0
